Order ID,Order Date,Ship Date,Region,Category,Sub-Category,Sales,Profit,Quantity
CA-2017-168641,2017-11-24,2017-01-12,East,Office Supplies,Paper,12.96,6.2208,2
CA-2017-156895,2017-08-05,2017-12-05,East,Furniture,Chairs,128.058,-23.7822,3
CA-2017-121300,2017-09-29,2017-09-29,East,Furniture,Chairs,63.686,-15.4666,1
CA-2017-121300,2017-09-29,2017-09-29,East,Technology,Accessories,239.976,65.9934,3
CA-2017-121300,2017-09-29,2017-09-29,East,Furniture,Tables,344.22,-189.321,2
CA-2017-121300,2017-09-29,2017-09-29,East,Office Supplies,Paper,15.552,5.4432,3
CA-2017-121300,2017-09-29,2017-09-29,East,Furniture,Furnishings,21.248,7.4368,4
CA-2017-121300,2017-09-29,2017-09-29,East,Office Supplies,Paper,8.448,2.64,2
CA-2017-130211,2017-10-22,2017-10-22,Central,Office Supplies,Storage,333.09,23.3163,3
CA-2017-130211,2017-10-22,2017-10-22,Central,Furniture,Tables,248.98,54.7756,2
CA-2014-147235,2014-03-24,2014-03-28,East,Office Supplies,Paper,24.9,11.703,5
CA-2016-109365,2016-03-11,2016-08-11,West,Office Supplies,Fasteners,15.26,5.0358,7
CA-2016-109365,2016-03-11,2016-08-11,West,Office Supplies,Appliances,43.32,14.2956,2
CA-2016-109365,2016-03-11,2016-08-11,West,Office Supplies,Binders,43.584,15.7992,12
CA-2016-109365,2016-03-11,2016-08-11,West,Office Supplies,Paper,116.28,56.9772,3
CA-2016-109365,2016-03-11,2016-08-11,West,Office Supplies,Binders,9.296,3.0212,2
CA-2016-109365,2016-03-11,2016-08-11,West,Office Supplies,Paper,19.44,9.3312,3
CA-2016-109365,2016-03-11,2016-08-11,West,Office Supplies,Paper,314.55,150.984,3
CA-2015-162621,2015-05-09,2015-11-09,Central,Office Supplies,Binders,16.27,-25.2185,5
CA-2015-162621,2015-05-09,2015-11-09,Central,Office Supplies,Supplies,69.12,-14.688,9
CA-2015-162621,2015-05-09,2015-11-09,Central,Office Supplies,Binders,4.47,-7.8225,3
CA-2017-105921,2017-08-14,2017-08-21,West,Furniture,Tables,418.296,5.2287,3
CA-2014-150798,2014-01-12,2014-03-12,East,Technology,Copiers,659.988,109.998,2
CA-2014-150798,2014-01-12,2014-03-12,East,Furniture,Furnishings,8.128,1.4224,2
CA-2014-150798,2014-01-12,2014-03-12,East,Office Supplies,Paper,36.288,12.7008,7
CA-2014-150798,2014-01-12,2014-03-12,East,Furniture,Chairs,909.72,-51.984,6
CA-2017-112753,2017-06-18,2017-06-23,West,Furniture,Bookcases,917.9235,75.5937,9
CA-2017-112753,2017-06-18,2017-06-23,West,Office Supplies,Paper,38.88,19.0512,6
CA-2017-155075,2017-02-12,2017-09-12,East,Office Supplies,Binders,631.176,-462.8624,4
CA-2014-103401,2014-11-21,2014-11-26,West,Office Supplies,Paper,12.96,6.2208,2
CA-2016-124814,2016-10-04,2016-04-16,West,Office Supplies,Paper,12.96,6.2208,2
CA-2016-124814,2016-10-04,2016-04-16,West,Office Supplies,Binders,23.2,8.12,5
CA-2014-116757,2014-06-30,2014-04-07,Central,Office Supplies,Paper,25.92,9.072,5
CA-2014-116757,2014-06-30,2014-04-07,Central,Office Supplies,Fasteners,21.312,7.1928,6
US-2014-138247,2014-12-24,2014-12-29,West,Technology,Phones,173.656,17.3656,7
US-2014-138247,2014-12-24,2014-12-29,West,Office Supplies,Appliances,361.96,101.3488,2
US-2014-138247,2014-12-24,2014-12-29,West,Technology,Accessories,62.85,13.1985,3
US-2014-138247,2014-12-24,2014-12-29,West,Technology,Phones,818.376,51.1485,3
US-2014-138247,2014-12-24,2014-12-29,West,Office Supplies,Storage,20.34,0.2034,1
US-2014-138247,2014-12-24,2014-12-29,West,Furniture,Furnishings,23.99,5.5177,1
CA-2017-167003,2017-05-23,2017-05-29,West,Furniture,Tables,171.288,-6.4233,3
CA-2016-119935,2016-10-11,2016-11-14,Central,Furniture,Furnishings,37.3,17.158,2
CA-2016-119935,2016-10-11,2016-11-14,Central,Office Supplies,Binders,81.96,39.3408,2
CA-2016-118969,2016-02-10,2016-03-10,West,Office Supplies,Binders,54.792,-40.1808,6
CA-2016-145240,2016-06-09,2016-08-09,Central,Office Supplies,Storage,10.784,0.8088,1
CA-2016-120873,2016-10-27,2016-01-11,South,Furniture,Chairs,290.98,75.6548,1
US-2017-111920,2017-10-22,2017-10-26,Central,Office Supplies,Art,36.44,12.0252,4
US-2016-128678,2016-09-15,2016-09-20,West,Office Supplies,Paper,21.4,10.058,5
US-2016-128678,2016-09-15,2016-09-20,West,Office Supplies,Binders,48.664,15.8158,7
CA-2016-101385,2016-09-25,2016-01-10,West,Office Supplies,Art,16.56,6.9552,4
CA-2017-107167,2017-10-06,2017-06-14,South,Office Supplies,Storage,1347.52,84.22,8
CA-2014-109491,2014-02-20,2014-02-26,Central,Technology,Accessories,62.31,22.4316,3
CA-2014-109491,2014-02-20,2014-02-26,Central,Furniture,Furnishings,20.32,6.9088,4
CA-2017-105445,2017-02-20,2017-02-25,West,Office Supplies,Fasteners,9.432,3.0654,3
CA-2014-107454,2014-02-11,2014-06-11,East,Office Supplies,Labels,34.86,16.0356,7
CA-2014-107454,2014-02-11,2014-06-11,East,Furniture,Furnishings,89.34,24.1218,6
US-2017-105046,2017-07-17,2017-07-23,East,Technology,Phones,269.98,67.495,2
US-2017-105046,2017-07-17,2017-07-23,East,Office Supplies,Paper,99.9,47.952,5
US-2017-105046,2017-07-17,2017-07-23,East,Furniture,Furnishings,39.08,14.4596,4
CA-2017-152856,2017-08-09,2017-10-09,East,Technology,Accessories,116.832,33.5892,4
CA-2016-134691,2016-11-14,2016-11-18,Central,Office Supplies,Binders,2.296,-3.9032,2
CA-2016-118759,2016-11-14,2016-11-17,East,Furniture,Chairs,408.006,72.5344,2
CA-2016-118759,2016-11-14,2016-11-17,East,Office Supplies,Storage,40.44,10.5144,3
CA-2014-140403,2014-10-10,2014-10-10,West,Furniture,Chairs,122.352,13.7646,3
CA-2014-140403,2014-10-10,2014-10-10,West,Office Supplies,Envelopes,15.28,7.4872,2
CA-2015-163104,2015-03-19,2015-03-26,West,Office Supplies,Paper,11.96,5.8604,2
CA-2017-138464,2017-08-07,2017-12-07,West,Furniture,Furnishings,15.84,4.9104,3
CA-2017-138464,2017-08-07,2017-12-07,West,Office Supplies,Binders,86.376,30.2316,3
CA-2017-138464,2017-08-07,2017-12-07,West,Office Supplies,Art,18.24,6.2016,3
CA-2017-138464,2017-08-07,2017-12-07,West,Office Supplies,Art,13.12,4.3296,4
CA-2015-104129,2015-02-27,2015-02-03,East,Technology,Phones,105.98,1.0598,2
CA-2015-104129,2015-02-27,2015-02-03,East,Furniture,Tables,493.92,-28.224,7
US-2017-132206,2017-06-16,2017-06-21,Central,Office Supplies,Binders,5.936,-8.904,7
CA-2017-113474,2017-03-30,2017-03-31,Central,Office Supplies,Envelopes,325.86,149.8956,2
CA-2015-126557,2015-12-07,2015-07-17,Central,Furniture,Chairs,383.607,-5.4801,9
CA-2015-126557,2015-12-07,2015-07-17,Central,Technology,Phones,148.48,16.704,2
CA-2015-126557,2015-12-07,2015-07-17,Central,Technology,Phones,537.544,53.7544,7
CA-2015-126557,2015-12-07,2015-07-17,Central,Office Supplies,Binders,1.928,-2.9884,2
CA-2015-126557,2015-12-07,2015-07-17,Central,Office Supplies,Art,6.912,0.6912,3
CA-2015-126557,2015-12-07,2015-07-17,Central,Furniture,Furnishings,7.76,-2.134,1
CA-2015-126557,2015-12-07,2015-07-17,Central,Technology,Phones,659.168,49.4376,4
US-2017-107636,2017-04-30,2017-02-05,East,Office Supplies,Labels,5.76,2.8224,2
US-2014-165862,2014-07-13,2014-07-17,West,Furniture,Tables,351.216,4.3902,3
US-2014-106334,2014-12-27,2015-02-01,West,Furniture,Chairs,230.28,23.028,3
US-2014-106334,2014-12-27,2015-02-01,West,Office Supplies,Paper,12.84,5.778,3
CA-2016-101448,2016-02-27,2016-01-03,Central,Office Supplies,Binders,56.82,28.41,3
CA-2015-130218,2015-03-23,2015-03-26,South,Office Supplies,Fasteners,31.56,14.202,4
CA-2015-130218,2015-03-23,2015-03-26,South,Office Supplies,Storage,27.92,0.5584,4
US-2017-117331,2017-10-21,2017-10-28,West,Office Supplies,Binders,8.559,-6.5619,1
CA-2014-127383,2014-12-31,2015-05-01,Central,Office Supplies,Envelopes,49.568,17.9684,2
CA-2014-110219,2014-05-05,2014-08-05,Central,Furniture,Chairs,127.869,-9.1335,3
CA-2015-118871,2015-04-12,2015-09-12,West,Office Supplies,Envelopes,271.44,122.148,3
CA-2015-118871,2015-04-12,2015-09-12,West,Technology,Phones,110.352,8.2764,3
CA-2015-118871,2015-04-12,2015-09-12,West,Furniture,Furnishings,36.4,13.832,5
CA-2017-129490,2017-09-26,2017-09-30,South,Furniture,Chairs,419.136,-57.6312,4
CA-2014-101175,2014-09-12,2014-12-14,West,Office Supplies,Storage,100.704,-1.2588,6
US-2017-149510,2017-03-12,2017-10-12,South,Office Supplies,Appliances,45.216,4.5216,3
US-2017-149510,2017-03-12,2017-10-12,South,Office Supplies,Binders,28.782,-21.1068,6
US-2017-149510,2017-03-12,2017-10-12,South,Office Supplies,Paper,24.448,8.8624,4
CA-2015-111990,2015-08-11,2015-11-13,Central,Office Supplies,Binders,10.476,-17.2854,6
CA-2014-169460,2014-04-19,2014-04-21,West,Furniture,Furnishings,76.14,26.649,3
US-2015-152128,2015-05-25,2015-05-27,Central,Office Supplies,Art,21.24,8.0712,3
US-2015-152128,2015-05-25,2015-05-27,Central,Office Supplies,Binders,127.96,60.1412,2
CA-2017-126662,2017-07-17,2017-07-21,West,Technology,Copiers,479.984,89.997,2
CA-2016-139395,2016-12-12,2016-12-18,Central,Technology,Phones,657.93,184.2204,7
CA-2016-139395,2016-12-12,2016-12-18,Central,Furniture,Furnishings,33.48,8.7048,4
CA-2016-139395,2016-12-12,2016-12-18,Central,Office Supplies,Art,13.9,3.614,5
CA-2016-139395,2016-12-12,2016-12-18,Central,Office Supplies,Storage,26.86,6.715,2
US-2014-121734,2014-11-04,2014-04-16,West,Office Supplies,Binders,9.584,3.3544,1
CA-2015-110947,2015-09-06,2015-06-15,South,Office Supplies,Binders,113.1,56.55,3
US-2014-150126,2014-07-27,2014-02-08,East,Office Supplies,Paper,65.78,32.2322,11
CA-2015-164427,2015-07-31,2015-06-08,South,Technology,Accessories,239.7,105.468,6
CA-2016-120250,2016-09-19,2016-09-22,East,Furniture,Furnishings,25.632,3.8448,3
CA-2016-121993,2016-10-06,2016-12-06,East,Office Supplies,Labels,23.616,7.9704,8
US-2016-100405,2016-08-26,2016-08-28,West,Office Supplies,Art,8.26,3.7996,2
US-2017-163790,2017-02-11,2017-04-11,West,Office Supplies,Envelopes,76.58,38.29,7
US-2017-163790,2017-02-11,2017-04-11,West,Office Supplies,Art,8.8,4.224,5
US-2017-163790,2017-02-11,2017-04-11,West,Office Supplies,Binders,590.352,206.6232,6
US-2017-163790,2017-02-11,2017-04-11,West,Office Supplies,Fasteners,5.58,0.1674,3
US-2017-163790,2017-02-11,2017-04-11,West,Furniture,Furnishings,25.02,10.5084,3
US-2017-163790,2017-02-11,2017-04-11,West,Office Supplies,Storage,452.55,22.6275,7
CA-2016-129868,2016-12-26,2016-12-31,West,Office Supplies,Supplies,17.76,4.9728,2
CA-2016-129868,2016-12-26,2016-12-31,West,Technology,Phones,302.384,30.2384,2
CA-2016-129868,2016-12-26,2016-12-31,West,Furniture,Chairs,146.352,-5.4882,3
CA-2016-129868,2016-12-26,2016-12-31,West,Office Supplies,Appliances,7.9,2.054,2
CA-2016-129868,2016-12-26,2016-12-31,West,Furniture,Tables,902.712,33.8517,3
CA-2016-129868,2016-12-26,2016-12-31,West,Office Supplies,Art,53.97,15.1116,3
CA-2016-140564,2016-05-12,2016-10-12,East,Office Supplies,Art,33.92,13.2288,8
US-2017-169502,2017-08-28,2017-01-09,Central,Office Supplies,Supplies,21.81,5.8887,3
US-2017-169502,2017-08-28,2017-01-09,Central,Office Supplies,Appliances,91.6,26.564,5
CA-2015-146948,2015-07-16,2015-07-20,East,Furniture,Chairs,150.98,43.7842,1
CA-2015-146948,2015-07-16,2015-07-20,East,Office Supplies,Envelopes,137.25,63.135,9
CA-2015-146948,2015-07-16,2015-07-20,East,Office Supplies,Fasteners,11.52,5.4144,4
US-2015-113327,2015-05-26,2015-05-29,South,Office Supplies,Paper,18.272,5.9384,1
US-2015-113327,2015-05-26,2015-05-29,South,Office Supplies,Paper,153.728,53.8048,4
US-2015-113327,2015-05-26,2015-05-29,South,Office Supplies,Envelopes,12.224,4.4312,2
US-2015-113327,2015-05-26,2015-05-29,South,Technology,Accessories,167.944,50.3832,7
CA-2015-135020,2015-05-28,2015-02-06,East,Technology,Phones,45.99,13.3371,1
CA-2015-135020,2015-05-28,2015-02-06,East,Office Supplies,Storage,535.41,160.623,3
CA-2015-135020,2015-05-28,2015-02-06,East,Office Supplies,Binders,6.096,2.0574,2
CA-2015-135020,2015-05-28,2015-02-06,East,Office Supplies,Paper,45.36,21.7728,7
US-2017-141852,2017-09-11,2017-11-14,West,Furniture,Furnishings,47.12,20.7328,8
CA-2016-109407,2016-01-24,2016-01-26,South,Office Supplies,Binders,31.36,15.68,4
US-2017-165953,2016-12-31,2017-06-01,South,Office Supplies,Art,47.616,3.5712,3
US-2017-165953,2016-12-31,2017-06-01,South,Office Supplies,Paper,23.48,8.218,5
CA-2016-144540,2016-05-09,2016-10-09,Central,Office Supplies,Appliances,62.79,-166.3935,3
CA-2016-144540,2016-05-09,2016-10-09,Central,Office Supplies,Fasteners,28.44,4.266,9
CA-2015-159863,2015-04-09,2015-07-09,Central,Technology,Accessories,134.376,6.7188,3
CA-2015-117800,2015-09-21,2015-09-26,East,Technology,Phones,589.9,147.475,2
CA-2015-117800,2015-09-21,2015-09-26,East,Furniture,Chairs,542.94,141.1644,3
CA-2017-145219,2017-12-24,2017-12-25,West,Technology,Copiers,2879.952,1007.9832,6
CA-2017-145219,2017-12-24,2017-12-25,West,Office Supplies,Binders,90.48,33.93,3
CA-2015-161214,2015-05-10,2015-08-10,East,Office Supplies,Storage,77.55,21.714,5
CA-2017-147228,2017-09-09,2017-09-14,South,Office Supplies,Supplies,8.832,-1.9872,3
CA-2017-147228,2017-09-09,2017-09-14,South,Office Supplies,Paper,177.536,62.1376,4
CA-2017-147228,2017-09-09,2017-09-14,South,Office Supplies,Storage,258.48,-3.231,2
CA-2017-147228,2017-09-09,2017-09-14,South,Furniture,Furnishings,14.136,4.2408,3
CA-2016-101336,2016-11-13,2016-11-18,East,Office Supplies,Storage,77.55,20.163,5
CA-2016-101336,2016-11-13,2016-11-18,East,Office Supplies,Storage,24.88,6.9664,2
CA-2016-101336,2016-11-13,2016-11-18,East,Office Supplies,Art,140.75,39.41,5
CA-2016-101336,2016-11-13,2016-11-18,East,Office Supplies,Storage,36.63,9.8901,3
US-2015-126235,2015-10-15,2015-10-15,Central,Furniture,Furnishings,17.14,6.1704,2
CA-2017-168396,2017-03-08,2017-08-08,West,Office Supplies,Labels,51.75,24.84,5
CA-2017-168396,2017-03-08,2017-08-08,West,Furniture,Furnishings,123.96,11.1564,3
CA-2015-130456,2015-08-21,2015-08-26,West,Furniture,Bookcases,586.398,34.494,6
CA-2015-130456,2015-08-21,2015-08-26,West,Office Supplies,Storage,80.98,3.2392,1
CA-2017-116288,2017-12-03,2017-03-17,West,Office Supplies,Storage,242.94,9.7176,3
CA-2017-168228,2017-04-27,2017-04-29,West,Office Supplies,Art,123.92,33.4584,4
CA-2017-168228,2017-04-27,2017-04-29,West,Office Supplies,Art,12.39,5.6994,3
CA-2017-168228,2017-04-27,2017-04-29,West,Office Supplies,Art,47.3,12.298,2
CA-2016-102162,2016-11-09,2016-09-16,South,Technology,Copiers,1599.92,751.9624,8
CA-2016-102162,2016-11-09,2016-09-16,South,Office Supplies,Envelopes,11.09,5.4341,1
CA-2017-130141,2017-10-22,2017-10-24,West,Office Supplies,Binders,3.168,-2.5344,4
CA-2017-130141,2017-10-22,2017-10-24,West,Furniture,Chairs,579.136,-28.9568,4
CA-2015-147501,2015-02-08,2015-06-08,West,Office Supplies,Binders,6.368,2.1492,2
CA-2015-147501,2015-02-08,2015-06-08,West,Technology,Machines,558.4,41.88,2
CA-2016-143910,2016-12-08,2016-08-16,East,Furniture,Chairs,145.764,-8.098,2
CA-2014-146885,2014-05-30,2014-05-06,South,Office Supplies,Paper,13.62,6.129,3
CA-2016-139556,2016-04-26,2016-01-05,East,Furniture,Chairs,434.646,62.7822,3
CA-2017-129357,2017-05-14,2017-05-19,West,Office Supplies,Paper,440.19,206.8893,9
CA-2017-129357,2017-05-14,2017-05-19,West,Office Supplies,Supplies,64.4,1.932,5
CA-2017-150987,2017-08-04,2017-12-04,West,Office Supplies,Paper,244.55,114.9385,5
CA-2017-150987,2017-08-04,2017-12-04,West,Office Supplies,Paper,195.76,97.88,4
CA-2017-132647,2017-02-17,2017-02-23,East,Office Supplies,Paper,11.76,5.7624,2
CA-2017-132647,2017-02-17,2017-02-23,East,Office Supplies,Storage,166.45,39.948,5
CA-2017-159107,2017-06-24,2017-06-26,West,Office Supplies,Fasteners,2.88,1.3536,1
CA-2014-160738,2014-05-05,2014-10-05,Central,Office Supplies,Storage,45.248,3.9592,2
CA-2015-112130,2015-03-05,2015-07-05,East,Office Supplies,Art,59.904,14.2272,2
CA-2015-112130,2015-03-05,2015-07-05,East,Office Supplies,Appliances,23.696,6.5164,2
CA-2015-112130,2015-03-05,2015-07-05,East,Office Supplies,Paper,7.968,2.8884,2
CA-2015-112130,2015-03-05,2015-07-05,East,Office Supplies,Appliances,18.2,2.0475,7
CA-2015-112130,2015-03-05,2015-07-05,East,Technology,Accessories,27.552,-0.3444,3
CA-2015-112130,2015-03-05,2015-07-05,East,Furniture,Chairs,844.116,-36.1764,6
CA-2015-112130,2015-03-05,2015-07-05,East,Office Supplies,Storage,76.752,-9.594,3
CA-2016-111409,2016-09-18,2016-09-22,South,Office Supplies,Labels,3,1.05,1
CA-2016-116232,2016-09-22,2016-09-26,South,Office Supplies,Binders,7.506,-6.0048,9
CA-2016-116232,2016-09-22,2016-09-26,South,Office Supplies,Labels,16.56,5.796,2
CA-2016-116547,2016-10-01,2016-01-17,West,Furniture,Furnishings,79.92,34.3656,4
CA-2016-116547,2016-10-01,2016-01-17,West,Technology,Accessories,69.98,13.2962,2
US-2017-133200,2017-06-05,2017-11-05,Central,Office Supplies,Binders,11.06,-18.802,10
US-2017-133200,2017-06-05,2017-11-05,Central,Furniture,Bookcases,623.4648,-119.1918,7
US-2017-133200,2017-06-05,2017-11-05,Central,Office Supplies,Storage,772.68,-57.951,5
CA-2016-133550,2016-07-31,2016-06-08,Central,Office Supplies,Appliances,283.14,72.358,4
CA-2016-133550,2016-07-31,2016-06-08,Central,Technology,Phones,635.96,165.3496,4
CA-2016-133550,2016-07-31,2016-06-08,Central,Technology,Phones,118.99,33.3172,1
CA-2016-133550,2016-07-31,2016-06-08,Central,Furniture,Furnishings,272.94,30.0234,3
CA-2017-139416,2017-03-27,2017-03-29,East,Furniture,Furnishings,15.008,1.5008,2
CA-2014-114510,2014-03-14,2014-03-19,West,Office Supplies,Binders,33.088,11.1672,4
CA-2014-114510,2014-03-14,2014-03-19,West,Office Supplies,Storage,80.98,3.2392,1
CA-2014-114510,2014-03-14,2014-03-19,West,Technology,Accessories,82.8,6.624,12
CA-2014-114510,2014-03-14,2014-03-19,West,Office Supplies,Storage,21.36,5.7672,2
CA-2014-114510,2014-03-14,2014-03-19,West,Office Supplies,Binders,62.048,20.1656,2
CA-2016-169215,2016-07-14,2016-07-18,East,Office Supplies,Fasteners,29.61,13.3245,9
CA-2016-127698,2016-01-12,2016-01-12,South,Technology,Phones,863.928,86.3928,9
CA-2016-159912,2016-08-29,2016-03-09,East,Furniture,Tables,241.92,-56.448,4
CA-2016-159912,2016-08-29,2016-03-09,East,Furniture,Bookcases,163.88,-81.94,4
CA-2016-159912,2016-08-29,2016-03-09,East,Office Supplies,Binders,3.486,-2.7888,2
CA-2016-159912,2016-08-29,2016-03-09,East,Office Supplies,Fasteners,10.584,-2.3814,7
CA-2016-101987,2016-06-24,2016-06-30,Central,Technology,Phones,440.91,123.4548,9
US-2017-154851,2017-03-30,2017-03-04,East,Office Supplies,Binders,5.715,-4.7625,5
CA-2014-138681,2014-12-20,2014-12-22,West,Furniture,Furnishings,51.968,10.3936,2
CA-2014-138681,2014-12-20,2014-12-22,West,Technology,Accessories,71.976,21.5928,3
CA-2014-138681,2014-12-20,2014-12-22,West,Furniture,Chairs,242.352,-42.4116,3
CA-2014-138681,2014-12-20,2014-12-22,West,Office Supplies,Paper,221.92,77.672,5
CA-2014-138681,2014-12-20,2014-12-22,West,Office Supplies,Paper,8.448,2.64,2
US-2015-138121,2015-12-17,2015-12-17,Central,Office Supplies,Binders,29.52,14.4648,4
US-2015-138121,2015-12-17,2015-12-17,Central,Furniture,Chairs,302.94,48.4704,3
US-2015-138121,2015-12-17,2015-12-17,Central,Furniture,Chairs,142.36,38.4372,2
US-2015-138121,2015-12-17,2015-12-17,Central,Furniture,Chairs,546.66,136.665,9
US-2015-138121,2015-12-17,2015-12-17,Central,Furniture,Furnishings,212.13,14.8491,3
CA-2017-140298,2017-11-05,2017-05-17,Central,Office Supplies,Art,5.248,0.5904,2
CA-2017-140298,2017-11-05,2017-05-17,Central,Office Supplies,Storage,74.416,-14.8832,2
CA-2017-140298,2017-11-05,2017-05-17,Central,Office Supplies,Paper,6.848,2.14,2
CA-2017-140298,2017-11-05,2017-05-17,Central,Furniture,Furnishings,7.996,-6.9965,1
CA-2016-166240,2016-06-24,2016-06-28,Central,Office Supplies,Appliances,8.712,-19.602,2
CA-2016-158435,2016-05-17,2016-05-18,East,Office Supplies,Supplies,65.17,18.8993,7
CA-2016-158435,2016-05-17,2016-05-18,East,Office Supplies,Labels,14.62,6.8714,2
CA-2016-158435,2016-05-17,2016-05-18,East,Furniture,Furnishings,173.24,17.324,4
CA-2017-138149,2017-06-29,2017-06-30,West,Office Supplies,Binders,895.92,302.373,5
CA-2017-138149,2017-06-29,2017-06-30,West,Office Supplies,Storage,130.71,39.213,3
CA-2017-138149,2017-06-29,2017-06-30,West,Office Supplies,Art,11.68,3.0368,2
CA-2017-138149,2017-06-29,2017-06-30,West,Technology,Accessories,62.31,22.4316,3
CA-2014-112403,2014-03-31,2014-03-31,East,Office Supplies,Binders,0.852,-0.5964,1
CA-2014-108273,2014-12-16,2014-12-21,Central,Office Supplies,Paper,36.288,12.7008,7
CA-2014-108273,2014-12-16,2014-12-21,Central,Furniture,Furnishings,56.568,-74.9526,2
CA-2017-121643,2017-05-18,2017-05-20,West,Technology,Phones,344.704,38.7792,2
US-2015-122910,2015-12-05,2015-05-16,West,Technology,Phones,201.584,20.1584,2
CA-2017-143126,2017-03-12,2017-07-12,West,Furniture,Tables,521.96,88.7332,2
CA-2015-129042,2015-12-12,2015-12-17,East,Office Supplies,Art,8.22,2.2194,3
CA-2015-109736,2015-10-10,2015-11-10,West,Office Supplies,Paper,45.36,21.7728,7
CA-2015-142601,2015-04-18,2015-04-20,West,Office Supplies,Storage,947.17,9.4717,7
CA-2015-142601,2015-04-18,2015-04-20,West,Office Supplies,Paper,61.96,27.882,2
CA-2014-106229,2014-07-06,2014-11-06,Central,Furniture,Tables,268.935,-209.7693,3
US-2017-135230,2017-01-09,2017-07-09,West,Office Supplies,Art,7.58,2.9562,1
CA-2016-159653,2016-05-22,2016-05-22,South,Office Supplies,Labels,14.73,7.2177,3
CA-2016-131968,2016-11-11,2016-11-15,South,Office Supplies,Binders,9.888,-6.9216,2
CA-2016-131968,2016-11-11,2016-11-15,South,Office Supplies,Appliances,671.544,50.3658,3
CA-2014-119151,2014-11-25,2014-11-29,East,Office Supplies,Storage,1117.92,55.896,4
CA-2014-119151,2014-11-25,2014-11-29,East,Furniture,Bookcases,275.952,-37.9434,3
CA-2014-123323,2014-07-11,2014-12-11,West,Office Supplies,Binders,123.144,46.179,7
CA-2016-124681,2016-07-18,2016-07-23,Central,Technology,Accessories,15.576,3.3099,3
US-2015-103996,2015-03-29,2015-03-31,West,Office Supplies,Paper,212.64,99.9408,6
US-2015-103996,2015-03-29,2015-03-31,West,Office Supplies,Paper,9.87,4.5402,3
US-2015-103996,2015-03-29,2015-03-31,West,Technology,Accessories,53.25,20.7675,3
US-2015-103996,2015-03-29,2015-03-31,West,Furniture,Furnishings,19.92,9.5616,3
CA-2016-120530,2016-07-04,2016-12-04,East,Furniture,Chairs,658.746,146.388,3
CA-2015-155054,2015-06-13,2015-06-19,East,Office Supplies,Binders,8.26,3.8822,2
CA-2015-155054,2015-06-13,2015-06-19,East,Office Supplies,Binders,29.84,13.428,2
CA-2015-155054,2015-06-13,2015-06-19,East,Technology,Accessories,67.98,14.9556,2
CA-2015-105725,2015-02-18,2015-02-24,West,Office Supplies,Labels,61.06,28.0876,2
CA-2015-105725,2015-02-18,2015-02-24,West,Furniture,Tables,35.544,-0.8886,1
CA-2017-164364,2017-12-11,2017-11-16,West,Office Supplies,Labels,9.96,4.5816,2
CA-2017-164364,2017-12-11,2017-11-16,West,Office Supplies,Art,9.21,2.3025,3
CA-2017-164364,2017-12-11,2017-11-16,West,Office Supplies,Supplies,27.93,8.0997,3
CA-2017-168123,2017-05-03,2017-05-03,Central,Office Supplies,Fasteners,7.9,2.528,2
CA-2017-168123,2017-05-03,2017-05-03,Central,Office Supplies,Storage,221.16,57.5016,4
CA-2017-168123,2017-05-03,2017-05-03,Central,Office Supplies,Binders,127.96,62.7004,2
CA-2017-168123,2017-05-03,2017-05-03,Central,Office Supplies,Binders,18.69,9.1581,3
CA-2016-120005,2016-03-03,2016-03-03,West,Office Supplies,Supplies,25.35,7.605,3
CA-2016-120005,2016-03-03,2016-03-03,West,Furniture,Furnishings,35.28,11.9952,3
CA-2016-123526,2016-12-24,2016-12-25,West,Office Supplies,Paper,33.4,16.032,5
CA-2016-127649,2016-07-10,2016-09-10,West,Technology,Machines,837.6,62.82,3
CA-2016-159989,2016-09-12,2016-12-13,South,Technology,Phones,40.68,-9.153,3
CA-2017-103499,2017-11-20,2017-11-24,South,Furniture,Chairs,209.568,-23.5764,2
US-2015-167220,2015-12-12,2015-12-16,Central,Technology,Accessories,22.368,6.4308,4
CA-2017-126354,2017-03-02,2017-08-02,South,Office Supplies,Binders,3.882,-2.588,2
CA-2017-126354,2017-03-02,2017-08-02,South,Office Supplies,Paper,115.296,40.3536,3
CA-2017-169817,2017-09-21,2017-09-25,East,Office Supplies,Binders,1.908,-1.5264,2
US-2017-144582,2017-04-30,2017-05-05,Central,Office Supplies,Binders,43.372,-69.3952,7
CA-2014-121573,2014-03-11,2014-07-11,East,Technology,Phones,783.96,219.5088,4
CA-2014-121573,2014-03-11,2014-07-11,East,Office Supplies,Binders,48.896,18.336,2
CA-2014-121573,2014-03-11,2014-07-11,East,Office Supplies,Binders,7.856,2.8478,2
CA-2016-117660,2016-12-30,2017-04-01,East,Office Supplies,Labels,5.904,1.9926,2
CA-2016-117660,2016-12-30,2017-04-01,East,Office Supplies,Supplies,13.712,1.0284,2
CA-2014-112851,2014-09-17,2014-09-21,West,Office Supplies,Envelopes,182.94,85.9818,3
CA-2017-123701,2017-11-24,2017-11-27,West,Office Supplies,Art,27.76,9.9936,4
CA-2015-118227,2015-04-24,2015-04-28,East,Office Supplies,Art,25.99,7.5371,1
CA-2015-123155,2015-09-03,2015-12-03,Central,Technology,Accessories,113.52,29.799,5
CA-2015-123155,2015-09-03,2015-12-03,Central,Technology,Phones,359.88,22.4925,3
